"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","S%","TG","TP1","TP","TP/GP","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"Czechia U20","Jakub Konecny","DY+2","49824/jakub-konecny","F","2022","4","1.2500","0.0000","1.2500","4","1","1","5","0","0","2","0","0","0","1","0","0.00","0","0.00","0","0.00","4","5","9","2.2500","80.00","9","0","100.00","50.00","4","4","20.93","3.5837","2002-06-19","20.24","20.53","14","SPA","5'10","L","2020","BUF (2020) - #216","BUF","BUF",""
"Czechia U20","Tomas Chlubna","DY+2","50092/tomas-chlubna","F","2022","16","0.8750","0.3125","1.2500","9","5","5","14","4","1","3","5","1","0","0","0","0.00","0","0.00","0","0.00","14","20","28","1.7500","68.42","21","19","52.50","15.77","18","31","19.94","3.7619","2002-07-06","20.19","20.49","27","CEB","6'02","R","2020","-","-","-",""
"USHL","Frank Nazar","DY","51037/frank-nazar","F","2022","24","0.9167","0.2500","1.2500","10","12","5","22","3","3","0","6","2","0","0","0","0.00","0","0.00","71","21.13","15","30","35","1.4583","46.43","38","15","71.70","4.11","73","35","17.33","4.3282","2004-01-14","18.67","18.96","14","USA","5'10","R","2022","-","-","-",""
"MHL","Maxim Bykov","DY+2","625742/maxim-bykov","F","2022","8","1.2500","0.0000","1.2500","9","1","1","10","0","0","0","0","0","0","0","0","0.00","0","0.00","38","23.68","9","10","11","1.3750","90.00","12","2","85.71","15.71","14","6","12.53","5.9860","2002-07-02","20.20","20.50","73","KAZ","6'01","R","2020","-","-","-",""
"OHL","Kyle Jackson","DY+1","45711/kyle-jackson","F","2022","45","0.9111","0.3333","1.2444","21","20","1","41","9","6","3","15","0","0","0","0","0.00","0","0.00","111","27.03","30","56","60","1.3333","53.57","61","42","59.22","- 1.97","82","52","20.73","3.6019","2002-10-17","19.91","20.21","26","NB","6'02","L","2021","-","-","-",""
"OHL","Mason McTavish","DY+1","46008/mason-mctavish","F","2022","29","0.9655","0.2414","1.2414","16","12","6","28","3","4","5","7","1","0","0","0","0.00","0","0.00","132","15.15","20","36","47","1.6207","54.29","46","12","79.31","10.30","49","22","23.07","3.2286","2003-01-30","19.63","19.92","23","HAM/PBO","6'01","R","2021","ANA (2021) - #3","ANA","ANA",""
"QMJHL","Bennett MacArthur","DY+3","47451/bennett-macarthur","F","2022","54","0.8704","0.3519","1.2407","31","16","4","47","11","8","6","19","0","1","0","0","0.00","0","0.00","221","19.00","42","67","77","1.4259","63.64","72","46","61.02","1.90","94","65","20.57","3.6184","2001-01-30","21.63","21.92","61","BAT","6'01","L","2019","-","-","TBL",""
"Finland U20","Leevi Viitala","DY+3","44942/leevi-viitala","F","2022","30","0.9333","0.3000","1.2333","22","6","10","28","6","3","2","9","0","0","0","0","0.00","0","0.00","145","19.31","28","37","49","1.6333","75.68","44","18","70.97","- 0.30","62","25","17.92","4.1305","2001-06-20","21.24","21.53","61","ASS","5'11","R","2019","-","-","-",""
"WHL","Ridly Greig","DY+2","45666/ridly-greig","F","2022","39","0.7436","0.3590","1.2308","16","13","8","29","8","6","7","14","2","3","0","0","0.00","0","0.00","180","14.44","26","48","63","1.6154","55.81","54","31","63.53","23.33","41","61","19.66","3.7558","2002-08-08","20.10","20.40","17","BDN","6'00","L","2020","OTT (2020) - #28","OTT","OTT",""
"Sweden U20","Hugo Pettersson (02)","DY+2","46243/hugo-pettersson","F","2022","18","0.7778","0.4444","1.2222","9","5","8","14","7","1","1","8","0","0","0","0","0.00","0","0.00","0","0.00","16","22","31","1.7222","72.73","26","13","66.67","20.29","32","37","18.73","3.9150","2002-05-13","20.34","20.63","56","VAX","5'10","L","2020","-","-","-",""
"USDP","Gabe Perreault","DY-1","51863/gabriel-perreault","F","2022","18","1.1111","0.1111","1.2222","8","12","2","20","0","2","1","2","0","0","0","0","0.00","0","0.00","28","28.57","8","22","25","1.3889","36.36","0","0","0.00","0.00","0","0","","","2005-05-07","17.36","17.65","49","USA","5'09","R","2023","-","-","-",""
"Czechia U20","Daniel Assavolyuk","DY","53794/daniel-assavolyuk","F","2022","9","0.6667","0.4444","1.2222","4","2","0","6","2","2","1","4","1","0","0","0","0.00","0","0.00","0","0.00","7","11","12","1.3333","60.00","8","9","47.06","26.23","5","19","18.30","4.0074","2004-06-08","18.27","18.56","17","SAL","5'09","L","2022","-","-","-",""
"QMJHL","Patrick Guay","DY+2","45546/patrick-guay","F","2022","68","0.7206","0.4265","1.2206","34","15","12","49","18","11","9","29","3","2","0","0","0.00","0","0.00","301","18.27","55","83","104","1.5294","66.67","88","36","70.97","16.29","111","92","22.17","3.3034","2002-04-29","20.38","20.67","16","CHA","5'09","L","2020","-","-","-",""
"MHL","Yaroslav Likhachyov","DY+3","45137/yaroslav-likhachyov","F","2022","51","0.9216","0.2353","1.2157","29","18","9","47","5","7","2","12","2","1","0","0","0.00","0","0.00","276","13.04","36","62","73","1.4314","57.63","67","29","69.79","7.43","111","67","17.27","4.2246","2001-09-02","21.04","21.33","32","LOKO","5'10","R","2019","-","-","-",""
"MHL","Dmitri Zlodeyev","DY+2","45431/dmitri-zlodeyev","F","2022","28","0.7857","0.4286","1.2143","14","8","5","22","6","6","2","12","0","0","0","0","0.00","0","0.00","100","20.00","20","34","41","1.4643","58.82","34","10","77.27","10.61","44","22","20.49","3.5566","2002-02-15","20.58","20.88","17","MHK-DM/MHK-SM","5'11","L","2020","VAN (2020) - #175","VAN","VAN",""
"USHL","Logan Cooley","DY","51039/logan-cooley","F","2022","24","0.8750","0.2917","1.2083","8","13","4","21","4","3","3","7","1","0","0","0","0.00","0","0.00","66","19.70","13","29","36","1.5000","42.86","38","19","66.67","- 3.70","76","32","18.04","4.0182","2004-05-04","18.36","18.66","18","USA","5'10","L","2022","-","-","-",""
"QMJHL","Jordan Dumais","DY","50263/jordan-dumais","F","2022","68","0.7500","0.4412","1.2059","24","27","18","51","15","15","9","30","0","1","0","0","0.00","0","0.00","182","21.43","39","82","109","1.6029","48.15","82","68","54.67","5.09","117","119","19.34","3.7415","2004-04-15","18.42","18.71","11","HAL","5'09","R","2022","-","-","-",""
"Finland U20","Roni Karvinen","DY+1","45717/roni-karvinen","F","2022","10","0.7000","0.5000","1.2000","3","4","1","7","3","2","3","5","0","0","0","0","0.00","0","0.00","25","24.00","6","12","16","1.6000","50.00","10","4","71.43","19.25","24","22","20.48","3.5160","2002-10-22","19.90","20.19","12","SAI","6'00","L","2021","-","-","-",""
"Czechia U20","Philipp Krening","DY","53854/philipp-krening","F","2022","5","0.8000","0.4000","1.2000","0","4","0","4","1","1","0","2","0","0","0","0","0.00","0","0.00","0","0.00","1","6","6","1.2000","16.67","6","5","54.55","17.70","7","12","17.91","4.0210","2004-04-25","18.39","18.68","9","SAL","5'11","L","2022","-","-","-",""
"OHL","Danil Gushchin","DY+2","45414/daniil-gushchin","F","2022","51","0.7451","0.4314","1.1961","27","11","7","38","13","9","3","22","1","0","0","0","0.00","0","0.00","245","16.73","41","61","71","1.3922","66.67","58","65","47.15","10.73","59","103","23.26","3.0851","2002-02-06","20.61","20.90","66","NIAG","5'10","L","2020","SJS (2020) - #76","SJS","SJS",""
"USHL","Stephen Halliday","DY+2","45631/stephen-halliday","F","2022","62","0.8548","0.3387","1.1935","28","25","12","53","7","14","8","21","0","0","0","0","0.00","0","0.00","196","17.86","35","74","94","1.5161","47.30","79","47","62.70","7.99","122","101","19.25","3.7195","2002-07-02","20.20","20.50","19","DBQ","6'04","L","2020","-","-","-",""
"USHL","Jeremy Wilmer","DY+1","47119/jeremy-wilmer","F","2022","60","0.7000","0.4167","1.1833","18","24","16","42","6","19","11","25","1","3","0","0","0.00","0","0.00","111","22.52","25","71","98","1.6333","35.82","70","31","69.31","6.37","90","53","19.26","3.6867","2003-08-16","19.08","19.38","13","TC","5'07","L","2021","-","-","-",""
"OHL","Martin Chromiak","DY+2","47656/martin-chromiak","F","2022","60","0.8333","0.3167","1.1833","33","17","6","50","10","9","10","19","1","1","0","0","0.00","0","0.00","237","18.57","44","71","87","1.4500","62.32","72","52","58.06","9.23","105","110","19.95","3.5589","2002-08-20","20.07","20.36","8","KGN","5'10","R","2020","LAK (2020) - #128","LAK","LAK",""
"MHL","Maxim Beryozkin","DY+2","45224/maxim-beryozkin","F","2022","22","0.9091","0.2273","1.1818","11","9","8","20","1","4","1","5","1","0","0","0","0.00","0","0.00","57","22.81","13","26","35","1.5909","48.00","39","12","76.47","16.70","52","35","15.44","4.5932","2001-10-12","20.93","21.22","72","LOKO","6'02","R","2020","EDM (2020) - #138","EDM","EDM",""
"Finland U20","Nikolai Hakala","DY+1","47589/nikolai-hakala","F","2022","11","0.9091","0.0909","1.1818","6","4","0","10","1","0","2","1","2","0","0","0","0.00","0","0.00","38","23.68","9","13","15","1.3636","63.64","14","7","66.67","21.21","15","18","19.04","3.7244","2003-07-11","19.18","19.47","23","ILV","6'06","L","2021","-","-","-",""
"OHL","Lucas Edmonds","DY+3","44376/lucas-edmonds","F","2022","68","0.7647","0.3529","1.1765","23","29","17","52","9","15","16","24","2","2","0","0","0.00","0","0.00","270","12.59","34","80","113","1.6618","42.11","91","58","61.07","14.27","110","125","21.44","3.2927","2001-01-27","21.63","21.93","27","KGN","5'11","R","2019","-","-","-",""
"MHL","Ivan Guskov","DY+1","46724/ivan-guskov","F","2022","40","0.7250","0.4000","1.1750","15","14","9","29","8","8","8","16","2","0","0","0","0.00","0","0.00","134","18.66","25","47","64","1.6000","51.11","42","18","70.00","33.53","31","54","21.07","3.3467","2002-11-03","19.87","20.16","90","MHK-KSM","5'11","R","2021","-","-","-",""
"WHL","Tarun Fizer","DY+3","44524/tarun-fizer","F","2022","35","0.8000","0.2857","1.1714","13","15","7","28","2","8","3","10","2","1","0","0","0.00","0","0.00","130","13.08","17","41","51","1.4571","39.47","42","27","60.87","24.17","40","69","18.44","3.8120","2001-03-01","21.54","21.83","18","VIC","5'11","R","2019","-","-","-",""
"NCAA","Jack McBain","DY+4","42623/jack-mcbain","F","2022","24","0.7083","0.3750","1.1667","12","5","4","17","6","3","1","9","1","1","0","0","0.00","0","0.00","81","23.46","19","28","33","1.3750","69.23","0","0","0.00","0.00","0","0","0.00","0.0000","2000-01-06","22.69","22.99","","BC","6'04","L","2018","MIN (2018) - #63","MIN","ARI",""
"Czechia U20","Filip Jansa","DY+2","49819/filip-jansa","F","2022","25","0.5200","0.5200","1.1600","8","5","4","13","10","3","1","13","2","1","0","0","0.00","0","0.00","0","0.00","20","29","34","1.3600","69.23","31","12","72.09","11.31","62","40","15.56","4.4727","2002-08-08","20.10","20.40","11","LIB","5'08","L","2020","-","-","-",""
"Czechia U20","Vojtech Jirus","DY+2","50010/vojtech-jirus","F","2022","13","0.6154","0.5385","1.1538","5","3","3","8","2","5","3","7","0","0","1","0","0.00","0","0.00","0","0.00","7","15","22","1.6923","46.67","17","5","77.27","20.13","36","27","15.35","4.5109","2002-02-04","20.61","20.91","19","LIB","5'11","L","2020","-","-","-",""
"USDP","Logan Cooley","DY","51039/logan-cooley","F","2022","26","0.8077","0.3077","1.1538","8","13","5","21","4","4","2","8","1","0","0","0","0.00","0","0.00","84","15.48","13","30","37","1.4231","41.38","0","0","0.00","0.00","0","0","","","2004-05-04","18.36","18.66","18","USA","5'10","L","2022","-","-","-",""
"OHL","Brennan Othmann","DY+1","46013/brennan-othmann","F","2022","66","0.7727","0.3030","1.1515","33","18","14","51","13","7","7","20","4","1","0","0","0.00","0","0.00","290","17.24","50","76","97","1.4697","64.79","81","62","56.64","2.73","131","112","21.10","3.2751","2003-01-05","19.69","19.99","78","FLNT","6'00","L","2021","NYR (2021) - #16","NYR","NYR",""
"OHL","Logan Morrison","DY+2","45640/logan-morrison","F","2022","60","0.8167","0.3333","1.1500","28","21","17","49","6","14","14","20","0","0","0","0","0.00","0","0.00","161","21.12","34","69","100","1.6667","49.28","82","30","73.21","11.59","114","71","19.43","3.5505","2002-07-09","20.18","20.48","9","HAM","6'00","R","2020","-","-","-",""
"Sweden U20","Philip Granath","DY+1","45706/philip-granath","F","2022","20","0.9000","0.2000","1.1500","9","9","2","18","0","4","2","4","1","0","0","0","0.00","0","0.00","0","0.00","10","23","27","1.3500","40.91","28","10","73.68","23.10","43","42","17.73","3.8916","2002-10-05","19.94","20.24","12","RBK","5'07","R","2021","-","-","-",""
"Sweden U20","Hampus Plato","DY+2","45570/hampus-plato","F","2022","27","0.8148","0.2593","1.1481","10","12","5","22","4","3","3","7","0","2","0","0","0.00","0","0.00","0","0.00","14","31","39","1.4444","48.28","40","25","61.54","15.30","43","50","20.54","3.3542","2002-05-14","20.34","20.63","49","IKO","5'10","L","2020","-","-","-",""
"MHL","Vasili Atanasov","DY+1","46932/vasili-atanasov","F","2022","54","0.8704","0.2222","1.1481","33","14","3","47","4","8","1","12","2","1","1","0","0.00","0","0.00","265","14.72","39","62","67","1.2407","62.71","65","31","67.71","8.26","107","73","17.94","3.8398","2002-09-25","19.97","20.27","16","MYUG","5'09","L","2021","-","-","-",""
"Allsvenskan","Victor Stjernborg","DY+1","45761/victor-stjernborg","F","2022","7","1.1429","0.0000","1.1429","5","3","3","8","0","0","0","0","0","0","0","10","50.00","1","0.00","11","45.45","5","8","11","1.5714","62.50","11","3","78.57","66.57","3","22","16.57","4.1391","2003-05-22","19.31","19.61","29","TRO","5'10","L","2021","CHI (2021) - #108","CHI","CHI",""
"Sweden U20","Leon Wallner","DY+2","46393/leon-wallner","F","2022","28","0.8214","0.1786","1.1429","12","11","2","23","3","2","3","5","2","2","0","0","0.00","0","0.00","0","0.00","17","32","37","1.3214","53.57","41","30","57.75","5.89","42","39","21.55","3.1827","2002-07-01","20.21","20.50","13","SSK","6'01","R","2020","-","-","-",""
"Sweden U20","Tim Lindfors","DY+1","47068/tim-lindfors","F","2022","28","0.6786","0.4643","1.1429","16","3","1","19","7","6","3","13","0","0","0","0","0.00","0","0.00","0","0.00","23","32","36","1.2857","71.88","28","21","57.14","19.18","41","67","17.40","3.9405","2002-11-03","19.87","20.16","8","MIF","6'01","R","2021","-","-","-",""
"Finland U20","Okko Kangasniemi","DY+4","43568/okko-kangasniemi","F","2022","36","0.7778","0.3611","1.1389","12","16","6","28","6","7","6","13","0","0","0","0","0.00","0","0.00","112","16.07","18","41","53","1.4722","43.90","50","22","69.44","17.65","72","67","19.50","3.5044","2000-06-13","22.26","22.55","61","SAI","5'09","L","2018","-","-","-",""
"Czechia U20","Oskar Haas","DY+1","53750/oskar-haas","F","2022","45","0.8444","0.2889","1.1333","23","15","6","38","6","7","4","13","0","0","0","0","0.00","0","0.00","0","0.00","29","51","61","1.3556","56.86","53","31","63.10","8.13","83","68","15.59","4.3605","2003-07-21","19.15","19.44","18","CEB/TRI","6'00","R","2021","-","-","-",""
"QMJHL","Xavier Cormier","DY+3","44879/xavier-cormier","F","2022","53","0.8302","0.3019","1.1321","25","19","7","44","4","12","1","16","0","0","0","0","0.00","0","0.00","166","17.47","29","60","68","1.2830","48.33","61","37","62.24","10.75","69","65","20.15","3.3703","2001-05-30","21.29","21.58","18","RIM","5'11","L","2019","-","-","-",""
"QMJHL","Elliot Desnoyers","DY+2","45369/elliot-desnoyers","F","2022","61","0.7705","0.2459","1.1311","28","19","11","47","9","6","8","15","5","2","0","0","0.00","0","0.00","280","15.00","42","69","88","1.4426","59.68","78","60","56.52","8.86","102","112","22.63","2.9996","2002-01-21","20.65","20.94","91","HAL","5'11","L","2020","PHI (2020) - #135","PHI","PHI",""
"USHL","Adam Fantilli","DY-1","51045/adam-fantilli","F","2022","54","0.6111","0.4259","1.1296","19","14","6","33","13","10","7","23","5","0","0","0","0.00","0","0.00","285","12.98","37","61","74","1.3704","57.14","52","41","55.91","3.64","92","84","21.71","3.1215","2004-10-12","17.93","18.22","19","CHI","6'02","L","2023","-","-","-",""
"AHL","Noah Gregor","DY+6","40072/noah-gregor","F","2022","8","0.8750","0.2500","1.1250","3","4","0","7","1","1","3","2","0","0","0","0","0.00","0","0.00","30","13.33","4","9","12","1.5000","44.44","8","5","61.54","24.50","10","17","20.71","3.2585","1998-07-28","24.13","24.43","73","SJ","6'00","L","2016","SJS (2016) - #111","SJS","SJS",""
"USDP","Isaac Howard","DY","51038/isaac-howard","F","2022","32","0.9063","0.2188","1.1250","17","12","1","29","4","3","5","7","0","0","0","0","0.00","0","0.00","117","17.95","21","36","42","1.3125","58.33","0","0","0.00","0.00","0","0","","","2004-03-30","18.46","18.75","3","USA","5'10","L","2022","-","-","-",""
"Czechia U20","Petr Hauser","DY","50227/petr-hauser","F","2022","41","0.8293","0.2439","1.1220","18","16","11","34","6","4","1","10","1","1","1","0","0.00","0","0.00","0","0.00","25","46","59","1.4390","54.55","53","14","79.10","18.58","92","60","15.15","4.4429","2003-09-19","18.99","19.28","9","SPA","6'03","R","2022","-","-","-",""
"MHL","Daniil Gutik","DY+3","45133/daniil-gutik","F","2022","33","0.6667","0.3636","1.1212","11","11","1","22","6","6","2","12","1","2","0","0","0.00","0","0.00","124","14.52","18","37","40","1.2121","50.00","30","24","55.56","7.73","44","48","19.27","3.4908","2001-08-31","21.04","21.33","17","MHK-DSP/MHK-DM/TAIF","6'03","R","2019","-","-","-",""
"QMJHL","Riley Kidney","DY+1","48947/riley-kidney","F","2022","66","0.6970","0.3788","1.1212","21","25","14","46","7","18","11","25","2","1","1","0","0.00","0","0.00","231","12.99","30","74","100","1.5152","39.44","71","56","55.91","- 4.59","121","79","20.69","3.2518","2003-03-25","19.47","19.77","12","BAT","5'11","R","2021","MTL (2021) - #63","MTL","MTL",""
"Sweden U20","Oliver Johansson","DY+1","50438/oliver-johansson","F","2022","33","0.7273","0.3636","1.1212","13","11","3","24","5","7","1","12","1","0","0","0","0.00","0","0.00","0","0.00","19","37","41","1.2424","50.00","29","34","46.03","4.43","52","73","18.31","3.6750","2003-07-26","19.14","19.43","38","TIK","6'00","L","2021","OTT (2021) - #74","OTT","OTT",""
"QMJHL","Simon Pinard","DY+3","44858/simon-pinard","F","2022","67","0.7313","0.2836","1.1194","28","21","8","49","13","6","8","19","3","4","0","0","0.00","0","0.00","226","19.47","44","75","91","1.3582","60.29","77","62","55.40","4.89","100","98","21.49","3.1251","2001-05-26","21.30","21.60","47","GAT/BLB","5'11","L","2019","-","-","-",""
"Finland U20","Santeri Haarala","DY+4","42864/santeri-haarala","F","2022","17","0.8235","0.2941","1.1176","5","9","3","14","1","4","4","5","0","0","0","0","0.00","0","0.00","77","7.79","6","19","26","1.5294","31.58","21","16","56.76","24.94","21","45","19.84","3.3800","2000-02-10","22.60","22.89","8","SPO","5'09","L","2018","-","-","-",""
"Sweden U20","Liam Dower Nilsson","DY+1","47498/liam-dower-nilsson","F","2022","34","0.8235","0.2941","1.1176","15","13","9","28","4","6","3","10","0","0","0","0","0.00","0","0.00","0","0.00","19","38","50","1.4706","50.00","43","21","67.19","16.08","69","66","18.60","3.6052","2003-04-14","19.42","19.71","19","FRO","6'00","L","2021","DET (2021) - #134","DET","DET",""
"Slovakia U20","Adam Jevos","DY+3","55600/adam-jevos","F","2022","17","0.7647","0.3529","1.1176","8","5","11","13","3","3","1","6","0","0","0","0","0.00","0","0.00","53","20.75","11","19","31","1.8235","57.89","34","7","82.93","22.14","31","20","17.71","3.7861","2001-01-31","21.63","21.92","11","POP","6'02","L","2019","-","-","-",""
